log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,regionalId,intersectionId,msgCount,moy,msom,v1_currState,v1_minEndTime,v1_maxEndTime,v1_elapsedTime,v2_currState,v2_minEndTime,v2_maxEndTime,v2_elapsedTime,v3_currState,v3_minEndTime,v3_maxEndTime,v3_elapsedTime,v4_currState,v4_minEndTime,v4_maxEndTime,v4_elapsedTime,v5_currState,v5_minEndTime,v5_maxEndTime,v5_elapsedTime,v6_currState,v6_minEndTime,v6_maxEndTime,v6_elapsedTime,v7_currState,v7_minEndTime,v7_maxEndTime,v7_elapsedTime,v8_currState,v8_minEndTime,v8_maxEndTime,v8_elapsedTime,p1_currState,p1_minEndTime,p1_maxEndTime,p1_elapsedTime,p2_currState,p2_minEndTime,p2_maxEndTime,p2_elapsedTime,p3_currState,p3_minEndTime,p3_maxEndTime,p3_elapsedTime,p4_currState,p4_minEndTime,p4_maxEndTime,p4_elapsedTime,p5_currState,p5_minEndTime,p5_maxEndTime,p5_elapsedTime,p6_currState,p6_minEndTime,p6_maxEndTime,p6_elapsedTime,p7_currState,p7_minEndTime,p7_maxEndTime,p7_elapsedTime,p8_currState,p8_minEndTime,p8_maxEndTime,p8_elapsedTime
2020-10-22 23:17:26.052815,1603408646.052824,2020-10-22 23:17:26.052555,1603408646.052563,0,26379,1,426197,26051,permissive_yellow,221,747,0.0,green,21,197,0.0,red,0,0,0.0,red,71,247,0.0,permissive_yellow,221,747,0.0,green,21,197,0.0,red,0,0,0.0,red,71,247,0.0,do_not_walk,0,0,0.0,ped_clear,7,7,0.0,do_not_walk,0,0,0.0,do_not_walk,71,71,0.0,do_not_walk,0,0,0.0,ped_clear,7,7,0.0,do_not_walk,0,0,0.0,do_not_walk,71,71,0.0
2020-10-22 23:17:26.152118,1603408646.1521273,2020-10-22 23:17:26.151794,1603408646.151802,0,26379,2,426197,26150,permissive_yellow,221,746,1,green,21,196,1,red,0,0,1,red,71,246,1,permissive_yellow,221,746,1,green,21,196,1,red,0,0,1,red,71,246,1,do_not_walk,0,0,1,ped_clear,6,6,1,do_not_walk,0,0,1,do_not_walk,71,71,1,do_not_walk,0,0,1,ped_clear,6,6,1,do_not_walk,0,0,1,do_not_walk,71,71,1
2020-10-22 23:17:26.254930,1603408646.254941,2020-10-22 23:17:26.254495,1603408646.254508,0,26379,3,426197,26252,permissive_yellow,221,745,2,green,21,195,2,red,0,0,2,red,71,245,2,permissive_yellow,221,745,2,green,21,195,2,red,0,0,2,red,71,245,2,do_not_walk,0,0,2,ped_clear,5,5,2,do_not_walk,0,0,2,do_not_walk,71,71,2,do_not_walk,0,0,2,ped_clear,5,5,2,do_not_walk,0,0,2,do_not_walk,71,71,2
2020-10-22 23:17:26.359616,1603408646.3596396,2020-10-22 23:17:26.358678,1603408646.358707,0,26379,4,426197,26351,permissive_yellow,221,744,3,green,21,194,3,red,0,0,3,red,71,244,3,permissive_yellow,221,744,3,green,21,194,3,red,0,0,3,red,71,244,3,do_not_walk,0,0,3,ped_clear,4,4,3,do_not_walk,0,0,3,do_not_walk,71,71,3,do_not_walk,0,0,3,ped_clear,4,4,3,do_not_walk,0,0,3,do_not_walk,71,71,3
2020-10-22 23:17:26.460102,1603408646.4601245,2020-10-22 23:17:26.459117,1603408646.459144,0,26379,5,426197,26451,permissive_yellow,221,743,4,green,21,193,4,red,0,0,4,red,71,243,4,permissive_yellow,221,743,4,green,21,193,4,red,0,0,4,red,71,243,4,do_not_walk,0,0,4,ped_clear,3,3,4,do_not_walk,0,0,4,do_not_walk,71,71,4,do_not_walk,0,0,4,ped_clear,3,3,4,do_not_walk,0,0,4,do_not_walk,71,71,4
2020-10-22 23:17:26.560165,1603408646.560188,2020-10-22 23:17:26.559220,1603408646.559248,0,26379,6,426197,26551,permissive_yellow,221,742,5,green,21,192,5,red,0,0,5,red,71,242,5,permissive_yellow,221,742,5,green,21,192,5,red,0,0,5,red,71,242,5,do_not_walk,0,0,5,ped_clear,2,2,5,do_not_walk,0,0,5,do_not_walk,71,71,5,do_not_walk,0,0,5,ped_clear,2,2,5,do_not_walk,0,0,5,do_not_walk,71,71,5
2020-10-22 23:17:26.657689,1603408646.6576996,2020-10-22 23:17:26.657310,1603408646.657322,0,26379,7,426197,26651,permissive_yellow,221,741,6,green,21,191,6,red,0,0,6,red,71,241,6,permissive_yellow,221,741,6,green,21,191,6,red,0,0,6,red,71,241,6,do_not_walk,0,0,6,ped_clear,1,1,6,do_not_walk,0,0,6,do_not_walk,71,71,6,do_not_walk,0,0,6,ped_clear,1,1,6,do_not_walk,0,0,6,do_not_walk,71,71,6
2020-10-22 23:17:26.759986,1603408646.7600095,2020-10-22 23:17:26.759038,1603408646.759065,0,26379,8,426197,26751,red,200,550,0.0,yellow,30,30,0.0,red,0,0,7,red,50,50,7,red,200,550,0.0,yellow,30,30,0.0,red,0,0,7,red,50,50,7,do_not_walk,0,0,7,do_not_walk,330,330,0.0,do_not_walk,0,0,7,do_not_walk,50,50,7,do_not_walk,0,0,7,do_not_walk,200,200,0.0,do_not_walk,0,0,7,do_not_walk,50,50,7
2020-10-22 23:17:26.859610,1603408646.8596327,2020-10-22 23:17:26.858646,1603408646.858673,0,26379,9,426197,26851,red,199,549,1,yellow,29,29,1,red,0,0,8,red,49,49,8,red,199,549,1,yellow,29,29,1,red,0,0,8,red,49,49,8,do_not_walk,0,0,8,do_not_walk,329,329,1,do_not_walk,0,0,8,do_not_walk,49,49,8,do_not_walk,0,0,8,do_not_walk,199,199,1,do_not_walk,0,0,8,do_not_walk,49,49,8
2020-10-22 23:17:26.953856,1603408646.9538708,2020-10-22 23:17:26.953538,1603408646.953546,0,26379,10,426197,26951,red,198,548,2,yellow,28,28,2,red,0,0,9,red,48,48,9,red,198,548,2,yellow,28,28,2,red,0,0,9,red,48,48,9,do_not_walk,0,0,9,do_not_walk,328,328,2,do_not_walk,0,0,9,do_not_walk,48,48,9,do_not_walk,0,0,9,do_not_walk,198,198,2,do_not_walk,0,0,9,do_not_walk,48,48,9
